date,region_id,product_id,price,sales
2023-02-22,3,7,74.00771810177169,9
2023-02-23,4,6,57.0073991554156,34
2023-02-24,3,6,47.83649250452992,44
2023-02-25,4,6,91.49477144831094,35
2023-02-26,4,3,33.3061478964853,22
2023-02-27,1,6,54.74221622142606,44
2023-02-28,3,8,71.27597779187901,24
2023-03-01,1,2,80.66481868901835,17
2023-03-02,3,5,48.63794675488638,10
2023-03-03,3,1,84.99868442677742,30
2023-03-04,1,1,78.04718542496276,46
2023-03-05,1,5,11.292417895927256,23
2023-03-06,3,3,9.356820308440131,32
2023-03-07,2,4,63.97654002009867,17
2023-03-08,4,3,38.00427378141435,17
2023-03-09,1,1,24.867425152458846,14
2023-03-10,4,1,60.06674377481515,9
2023-03-11,2,5,37.44850499337178,40
2023-03-12,2,6,56.040024587836655,2
2023-03-13,2,3,48.71132010343934,45
2023-03-14,1,9,60.5527800651696,25
2023-03-15,2,5,43.02854644647673,39
2023-03-16,1,8,71.27841950120852,9
2023-03-17,2,1,22.10639087318336,22
2023-03-18,4,5,71.1676392915725,43
2023-03-19,4,3,44.10781536396517,46
2023-03-20,3,1,88.06017246116963,4
2023-03-21,4,4,53.94742521210003,26
2023-03-22,3,5,97.4454831806599,29
2023-03-23,4,7,62.18386257639122,45
2023-03-24,1,1,26.265661261100455,34
2023-03-25,4,3,83.07011050022267,23
2023-03-26,3,2,37.78284964312674,37
2023-03-27,3,9,38.02382537585493,11
2023-03-28,2,6,8.021444741090686,6
2023-03-29,1,3,57.12795437470382,18
2023-03-30,4,8,55.770232854589686,21
2023-03-31,2,8,38.81919100583868,42
2023-04-01,4,2,89.95063997511295,36
2023-04-02,4,6,17.23109783846617,41
2023-04-03,2,7,36.35945376446476,38
2023-04-04,2,2,35.55036264460276,34
2023-04-05,2,2,13.767605691730878,17
2023-04-06,2,1,50.70881243534785,37
2023-04-07,2,8,70.33954812412789,25
2023-04-08,4,1,53.60741628698982,38
2023-04-09,2,9,19.9128798580384,12
2023-04-10,1,6,40.842166697996895,23
2023-04-11,3,7,5.246527316446423,42
2023-04-12,2,7,87.48860516838074,22
2023-04-13,2,3,13.029115729664783,21
2023-04-14,4,2,61.7414178142659,27
2023-04-15,2,9,98.69441460734744,31
2023-04-16,2,8,55.97611136879659,6
2023-04-17,2,7,92.78396711520615,27
2023-04-18,4,9,27.43107064615341,40
2023-04-19,2,4,77.19576384907063,34
2023-04-20,3,4,55.470246627485736,12
2023-04-21,4,1,73.44902583218916,45
2023-04-22,3,8,10.922429438567939,7
2023-04-23,4,3,19.035213731091538,10
2023-04-24,2,7,17.646108215810436,45
2023-04-25,3,2,70.28072301331646,17
2023-04-26,4,2,85.22186390019473,26
2023-04-27,1,7,76.21354204081581,21
2023-04-28,2,6,7.894854509691445,28
2023-04-29,4,3,87.3854232020987,46
2023-04-30,1,9,38.64393372534692,2
2023-05-01,4,6,42.730564087887835,43
2023-05-02,1,6,14.962570820585686,1
2023-05-03,2,1,75.05349457891282,36
2023-05-04,3,4,22.316968455216017,26
2023-05-05,1,6,58.57668374178946,29
2023-05-06,4,6,84.86744865840346,21
2023-05-07,2,5,13.474411227645339,11
2023-05-08,1,1,55.85687858147473,40
2023-05-09,4,8,27.155559097231116,11
2023-05-10,4,5,37.578052106434725,36
2023-05-11,4,5,50.027144435902834,49
2023-05-12,1,7,38.73490881153395,39
2023-05-13,1,4,66.63816982769973,40
2023-05-14,1,6,50.56029966665377,35
2023-05-15,3,4,60.49895104784608,34
2023-05-16,1,3,74.99813516251672,47
2023-05-17,1,7,57.98551526529155,24
2023-05-18,1,8,60.720866292772115,22
2023-05-19,3,4,58.62356153965092,5
2023-05-20,1,2,40.983399465372486,33
2023-05-21,4,3,37.05744921783222,36
2023-05-22,1,1,90.46650272877616,47
2023-05-23,4,8,62.71774611788942,20
2023-05-24,4,3,28.21354976914218,19
2023-05-25,4,7,52.333531295649315,35
2023-05-26,3,5,36.38310572168683,43
2023-05-27,3,5,93.70072325718809,17
2023-05-28,3,7,5.7157644977371005,45
2023-05-29,1,9,26.40661578269018,43
2023-05-30,4,5,39.708897869035475,34
2023-05-31,3,1,51.3419310768301,9
2023-06-01,3,1,85.8276641944339,26
2023-06-02,1,2,13.349324331313667,2
2023-06-03,3,6,81.55716424040862,9
2023-06-04,1,9,10.287081488912657,9
2023-06-05,2,8,85.01983335332726,40
2023-06-06,3,5,9.90537039807872,17
2023-06-07,2,1,6.733035735694299,1
2023-06-08,1,7,71.21133892481005,25
2023-06-09,4,5,99.73927580299747,43
2023-06-10,3,6,90.17797498253198,40
2023-06-11,1,7,59.719849691537696,42
2023-06-12,4,3,92.1525832431255,25
2023-06-13,4,3,5.503500607772515,39
2023-06-14,2,5,97.63138047978853,35
2023-06-15,1,6,51.621134029584525,3
2023-06-16,4,9,73.67512917906869,37
2023-06-17,3,5,82.9818399495685,44
2023-06-18,3,1,73.2534407294726,44
2023-06-19,2,4,55.8284895442665,30
2023-06-20,4,5,50.27885099200914,38
2023-06-21,1,5,84.66534307674935,34
2023-06-22,3,7,24.482368214198615,12
2023-06-23,4,4,96.95943631790226,19
2023-06-24,4,1,72.54048548949109,37
2023-06-25,2,5,23.953158097140378,44
2023-06-26,3,7,74.94348245135637,49
2023-06-27,3,6,55.334802202206085,17
2023-06-28,1,5,72.18685908622223,10
2023-06-29,3,4,77.93905263706968,49
2023-06-30,1,2,13.292567061019167,47
2023-07-01,3,4,53.07987585413797,12
2023-07-02,2,3,93.54136251440875,16
2023-07-03,3,1,35.46100825515386,24
2023-07-04,1,8,61.418894268000386,19
2023-07-05,1,5,40.07689574344013,8
2023-07-06,2,4,48.15545736081447,31
2023-07-07,3,8,57.11729620412456,21
2023-07-08,3,7,57.14758808945284,17
2023-07-09,2,2,24.164393921372405,23
2023-07-10,3,1,70.03429704858416,37
2023-07-11,3,4,13.347470568052398,16
2023-07-12,1,8,18.188353476991935,6
2023-07-13,3,2,5.257535444361318,8
2023-07-14,3,3,16.086126093459725,25
2023-07-15,2,1,49.950789099929764,18
2023-07-16,2,1,62.57967870030467,25
2023-07-17,4,3,80.45749774681393,12
2023-07-18,1,5,15.136428760776425,15
2023-07-19,3,3,85.8191087015632,26
2023-07-20,3,1,75.86757992712822,41
2023-07-21,4,1,43.8092378289121,45
2023-07-22,3,8,93.6291163744957,26
2023-07-23,1,2,99.13830026345211,47
2023-07-24,4,3,24.47517195505754,32
2023-07-25,1,2,41.02671557156104,10
2023-07-26,4,3,93.01269524102256,16
2023-07-27,4,7,73.55167232137133,7
2023-07-28,2,1,9.56899117658833,17
2023-07-29,1,8,79.24387576638442,23
2023-07-30,3,2,83.65438428186174,26
2023-07-31,3,3,76.29768285270478,21
2023-08-01,1,9,80.95602743735398,22
2023-08-02,3,7,83.38760428581574,7
2023-08-03,3,4,22.70847374487369,14
2023-08-04,1,5,27.390715876174976,15
2023-08-05,4,2,65.20706355341684,7
2023-08-06,1,8,91.24728239393902,9
2023-08-07,4,4,35.03867531816699,48
2023-08-08,3,9,60.889134200530385,8
2023-08-09,3,5,69.88329602462758,23
2023-08-10,3,9,47.93511712340873,29
2023-08-11,2,4,72.80933321125598,18
2023-08-12,4,5,90.46840730275645,31
2023-08-13,2,9,64.28964669727458,30
2023-08-14,2,8,56.27920088189014,39
2023-08-15,1,3,46.68074416189221,35
2023-08-16,2,1,59.86119573608194,18
2023-08-17,1,3,38.75943292274761,42
2023-08-18,1,4,42.19080046914268,39
2023-08-19,2,2,55.52646057037653,17
2023-08-20,4,1,11.328815677127611,14
2023-08-21,4,7,26.757412137855653,31
2023-08-22,4,8,56.57068450827385,24
2023-08-23,4,7,45.99517359796205,35
2023-08-24,4,5,36.61749966168601,44
2023-08-25,2,1,74.40216799688363,45
2023-08-26,2,7,70.90317270331715,34
2023-08-27,3,7,20.8394221993714,3
2023-08-28,4,9,88.46976596047664,37
2023-08-29,2,3,52.065244508376736,43
2023-08-30,3,9,75.43878655820932,40
2023-08-31,4,1,59.449330679451926,26
2023-09-01,1,1,99.78079851276512,23
2023-09-02,3,4,76.47829640368816,44
2023-09-03,2,9,72.1631438181286,39
2023-09-04,1,6,78.96433420982135,15
2023-09-05,1,3,18.597158627104612,49
2023-09-06,1,1,24.431736351099012,4
2023-09-07,3,4,72.83608781124335,29
2023-09-08,2,9,51.92824127743195,22
2023-09-09,1,3,76.69035272671107,25
2023-09-10,4,9,14.777022920693776,13
2023-09-11,1,7,55.9657283910365,18
2023-09-12,1,4,40.98804872790699,33
2023-09-13,3,3,48.41502083175944,16
2023-09-14,3,5,62.37599784688869,45
2023-09-15,2,5,52.71739300894036,42
2023-09-16,4,3,56.28676052571949,44
2023-09-17,3,9,51.20396078958274,2
2023-09-18,1,4,43.85074182312186,35
2023-09-19,2,5,78.32878815683328,42
2023-09-20,1,4,6.159291870214229,34
2023-09-21,1,5,61.85205661449657,30
2023-09-22,3,7,58.72329299568251,13
2023-09-23,2,9,73.03701209963046,13
2023-09-24,4,7,61.90778965384602,18
2023-09-25,4,5,83.54588864186243,32
2023-09-26,3,7,96.11210548358264,32
2023-09-27,3,5,37.53980443196162,35
2023-09-28,2,3,26.598343387848768,39
2023-09-29,4,7,45.241701929945876,46
2023-09-30,4,2,32.353313565193986,29
2023-10-01,4,9,63.42027499950217,49
2023-10-02,1,1,91.62597884008164,29
2023-10-03,4,6,18.216038443590875,44
2023-10-04,1,7,14.575487286509217,16
2023-10-05,2,8,29.32147552609791,44
2023-10-06,1,9,73.97908067592807,47
2023-10-07,2,2,61.33147599958805,10
2023-10-08,4,2,14.710203101393962,30
2023-10-09,4,5,92.28129961477092,25
2023-10-10,2,5,80.05804052678823,39
2023-10-11,3,6,7.187147454825563,20
2023-10-12,2,3,66.87988504388338,5
2023-10-13,3,8,78.26843350937511,1
2023-10-14,1,1,40.571360123440094,30
2023-10-15,1,6,11.547546239885785,49
2023-10-16,1,4,12.34550122143479,3
2023-10-17,4,1,14.903461774921903,45
2023-10-18,1,7,84.84176503814018,14
2023-10-19,3,9,91.51518883429274,30
2023-10-20,1,4,16.66702427534471,4
2023-10-21,2,4,27.411073286532712,18
2023-10-22,2,6,20.724448484892527,37
2023-10-23,4,3,22.700483551941463,25
2023-10-24,2,6,84.56162495523675,48
2023-10-25,3,7,36.5539092022192,1
2023-10-26,1,3,34.58720508433591,46
2023-10-27,4,7,26.6025839833257,15
2023-10-28,1,3,62.74996741045457,9
2023-10-29,1,2,41.03404134662714,15
2023-10-30,3,4,75.70371692511245,49
2023-10-31,2,8,24.53008179568556,24
2023-11-01,2,9,79.84003942787677,4
2023-11-02,1,7,62.353545514363205,12
2023-11-03,4,1,15.855393505290337,37
2023-11-04,2,3,44.37793549934463,37
2023-11-05,4,9,87.0342233582309,43
2023-11-06,2,1,92.68122202085605,6
2023-11-07,4,9,49.241511620287255,39
2023-11-08,3,8,50.67951291846199,46
2023-11-09,4,1,92.25319886923361,24
2023-11-10,3,6,60.77148129297389,11
2023-11-11,3,5,8.120433673126643,13
2023-11-12,4,6,91.71119897351724,34
2023-11-13,3,5,28.58151206192943,25
2023-11-14,1,6,59.875035638696986,7
2023-11-15,3,5,20.72376515565751,4
2023-11-16,2,5,8.218520223426523,8
2023-11-17,4,4,34.58995125761196,20
2023-11-18,1,3,79.14709221687832,29
2023-11-19,4,3,31.370781399794723,45
2023-11-20,2,4,25.90923533770422,46
2023-11-21,2,9,25.204674512416496,10
2023-11-22,2,2,53.941499828647196,43
2023-11-23,3,9,97.67642498986184,34
2023-11-24,3,1,48.60395386161624,26
2023-11-25,4,1,57.94401004455455,41
2023-11-26,4,5,86.76004169961972,49
2023-11-27,1,6,55.83162329869757,3
2023-11-28,1,6,22.52397278479133,6
2023-11-29,4,3,33.46161161781532,5
2023-11-30,3,7,34.444007995518035,5
2023-12-01,2,9,42.7452209684718,47
2023-12-02,4,8,45.544946006991196,23
2023-12-03,1,6,80.97929209705559,49
2023-12-04,3,8,38.19176490968664,9
2023-12-05,4,5,49.482023701931034,35
2023-12-06,4,8,64.37271876984997,20
2023-12-07,3,4,40.883965006816084,49
2023-12-08,4,8,84.47365726277162,42
2023-12-09,3,2,60.808092402237065,35
2023-12-10,2,5,32.9342445259923,18
2023-12-11,3,9,72.83562398003369,17
2023-12-12,3,4,55.12653436375465,24
2023-12-13,3,6,55.773309669438454,3
2023-12-14,4,1,50.703355096820665,32
2023-12-15,4,9,52.21613513801866,35
2023-12-16,3,1,77.70884670129286,38
2023-12-17,4,5,14.783240536474974,13
2023-12-18,1,4,36.76446707449581,47
2023-12-19,1,3,12.172819561369476,25
2023-12-20,4,6,76.55839097100782,9
2023-12-21,4,2,30.868676198428446,4
2023-12-22,3,3,90.25588893279401,14
2023-12-23,2,5,55.02495433263291,37
2023-12-24,4,9,81.0712282911815,34
2023-12-25,1,2,97.99848638351631,11
2023-12-26,3,8,84.7799416483742,41
2023-12-27,4,2,87.36440720109474,3
2023-12-28,1,5,43.758527059660246,28
2023-12-29,1,7,57.41364654963728,29
2023-12-30,2,8,29.119413584113907,9
2023-12-31,3,1,23.630744470878017,3
